4P_Order,Order_date,Shipping_date,Shipping_revenues,Shipping_cost,Carrier Class,TRK,weight,zip,order_total,Ins
44920,2019-08-07,2019-08-07,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97048104,5.19,33614,208.64,194.95
44921,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94824940,1.19,20002,97.7,85.99
44922,2019-08-07,2019-08-07,18,12.24,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92978636,4.94,78620,209.93,191.93
44923,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98934172,1,72113,71.68,59.97
44924,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,33603,22.78,20.98
44925,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1.13,21225,36.86,32.96
44951,2019-08-07,2019-08-07,13.09,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97742292,2.06,90046,70.03,56.94
44926,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710395231185,1,11370,75.68,58.99
44928,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,80010,35.89,31.99
44952,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710390624840,0.5,60440,46.69,29.99
44929,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,48209,37.86,33.96
44930,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95887023,3,94131,164.23,149.92
44931,2019-08-07,2019-08-07,22.77,15.81,UPS/UPS 2nd Day Air,1Z1A1V710291754503,2,94903,122.73,99.96
45011,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,77995,37.86,33.96
44932,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,90017,13.89,9.99
44933,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98598358,1.06,46032,56.7,44.99
44934,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92258388,1.31,55417,73.9,61.96
44935,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710290687267,0,24401,64.71,42
44936,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,2184,24.87,20.97
44937,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96315595,3.25,43081,72.85,59.98
44938,2019-08-07,2019-08-07,23.47,16.3,UPS/UPS 2nd Day Air,1Z1A1V710297622859,4.81,33950,258.41,234.94
44939,2019-08-07,2019-08-07,18.55,12.88,UPS/UPS Ground,1Z1A1V710390023570,2.31,90038,66.53,47.98
44940,2019-08-07,2019-08-07,17.28,12,UPS/UPS Ground,1Z1A1V710393223661,1,92262,77.25,59.97
44941,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,94116,48.87,44.97
44942,2019-08-07,2019-08-07,17.88,12.42,UPS/UPS Ground,1Z1A1V710392991128,3,84010,108.82,90.94
44943,2019-08-07,2019-08-07,22.69,15.76,UPS/UPS Ground,1Z1A1V710393047512,3,65270,92.66,69.97
44944,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,90036,35.87,31.97
44945,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,85032,122.9,119
44946,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,32836,19.88,15.98
44947,2019-08-07,2019-08-07,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95344314,1,30309,143.72,122.98
44953,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,21742,53.89,49.99
44954,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94344996,1.75,10011,92.88,80.94
44955,2019-08-07,2019-08-07,11.94,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97523251,1,76549,43.9,31.96
44956,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91983328,3.38,32810,111.81,98.94
44957,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710292474582,1,79407,110.69,87.98
44958,2019-08-07,2019-08-07,13.09,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98388156,3,94134,96.02,82.93
44959,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95425932,1,64055,97.93,85.99
44960,2019-08-07,2019-08-07,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90959428,3,91505,89.25,73.96
44961,2019-08-07,2019-08-07,18.22,12.24,UPS/UPS Ground,1Z1A1V710398052266,3,19720,195.12,176.9
44962,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,34222,33.89,29.99
44963,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,13815,122.9,119
44964,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96937959,2,18938,118.9,106.96
44965,2019-08-07,2019-08-07,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98334338,1.75,38305,106.95,95.98
44966,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.06,64114,25.9,22
44967,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98061267,1.25,25311,140.69,128.98
44968,2019-08-07,2019-08-07,17.45,12.5,UPS/UPS Ground,1Z1A1V710395418671,3.19,80260,160.38,142.93
44969,2019-08-07,2019-08-07,18.03,12.52,UPS/UPS Ground,1Z1A1V710396290888,11.13,22206,493.85,475.82
44970,2019-08-07,2019-08-07,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99871514,3.44,10018,85.41,71.97
44971,2019-08-07,2019-08-07,19.56,13.58,UPS/UPS Ground,1Z1A1V710396492419,3.25,92544,89.53,69.97
44972,2019-08-07,2019-08-07,15.36,10.67,UPS/UPS Ground,1Z1A1V710399046324,2,13669,87.31,71.95
44973,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,98105,39.88,39.98
45100,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,11415,13.89,9.99
44974,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95754087,4,63111,121.85,108.98
44975,2019-08-07,2019-08-07,16.04,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96113928,1,78733,74.01,57.97
44976,2019-08-07,2019-08-07,29.13,20.23,UPS/UPS 2nd Day Air,1Z1A1V710294431374,4,75209,146.07,116.94
44977,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,73170,26.89,22.99
44978,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,60640,20.88,16.98
44980,2019-08-07,2019-08-07,12.12,8.42,UPS/UPS Ground,1Z1A1V710399480828,5,33304,246.06,233.94
44979,2019-08-07,2019-08-07,23.96,16.64,UPS/UPS Ground,1Z1A1V710393585146,3,98252,69.91,45.95
44982,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,92025,53.87,49.97
44983,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710392871623,0.5,20001,49.67,32.97
44984,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,95348,13.89,9.99
44985,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,60640,12.89,8.99
44986,2019-08-07,2019-08-07,16.95,11.6,UPS/UPS Ground,1Z1A1V710396577668,1.69,7304,129.9,112.95
44987,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710393810553,1,39211,44.67,27.97
44988,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93199315,3,98118,115.25,100.94
44989,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98716685,2.81,2302,106.72,93.95
44990,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710294119177,1,75201,72.68,49.97
44991,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710395245689,1,73120,60.67,43.98
44992,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,7646,19.88,15.98
44993,2019-08-07,2019-08-07,13.33,9.26,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99593397,5,72756,129.3,115.97
44994,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710397016986,0.94,11374,84.67,67.98
44995,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710392655214,0.5,2904,46.68,29.99
45012,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98790612,2.44,20002,152.25,139.97
44997,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710394584896,2,36111,86.63,69.94
44998,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,7753,23.88,19.98
44999,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,46237,13.89,9.99
45000,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1.13,20906,23.88,19.98
45001,2019-08-07,2019-08-07,19.32,13.42,UPS/UPS Ground,1Z1A1V710395625349,9.13,10470,254.95,261.81
45002,2019-08-07,2019-08-07,21.4,14.86,UPS/UPS Ground,1Z1A1V710392042439,7,97211,169.31,147.91
45003,2019-08-07,2019-08-07,13.44,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95193059,3,64055,73.42,59.98
45004,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,28713,23.88,19.98
45005,2019-08-07,2019-08-07,0,11.6,UPS/UPS Ground,1Z1A1V710397231190,1,30087,1.34,0
45006,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95603141,2,54304,50.15,44.95
45007,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710398543066,1,91750,74.62,57.93
45008,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1,92270,23.88,19.98
45009,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,19380,28.87,24.97
45013,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97293036,1.5,60626,56.7,49.99
45010,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,49007,83.88,79.98
45014,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92959568,1.63,32817,73.68,61.97
45015,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1.06,75220,78.89,74.99
45016,2019-08-07,2019-08-07,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99249714,1.63,37211,102.94,91.97
45018,2019-08-07,2019-08-07,16.1,11.18,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97613458,4.19,94015,152.08,135.98
45019,2019-08-07,2019-08-07,15.34,11.05,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99800126,2.38,27953,113.29,97.95
45020,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,73112,23.88,19.98
45021,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,47201,33.89,29.99
45022,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,31405,15,9.99
45023,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99057270,2,2171,93.52,95.98
45024,2019-08-07,2019-08-07,12.77,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91650535,2,10065,162.74,149.97
45025,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,11216,68.9,65
45026,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93191368,1.19,21045,97.7,85.99
45027,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,85712,122.9,119
45028,2019-08-07,2019-08-07,53.14,57.38,UPS/UPS Ground,1Z1A1V710396138703,49.88,73110,595.09,270.98
45029,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,75223,33.89,29.99
45035,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.88,97218,29.87,25.97
45030,2019-08-07,2019-08-07,33.71,23.41,UPS/UPS 2nd Day Air,1Z1A1V710297107979,4.25,95131,225.66,191.95
45031,2019-08-07,2019-08-07,10,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97687987,3,33304,59.99,49.99
45036,2019-08-07,2019-08-07,21.83,15.16,UPS/UPS 3 Day Select,1Z1A1V711299839997,1.06,8109,104.81,82.98
45032,2019-08-07,2019-08-07,18.03,12.72,UPS/UPS Ground,1Z1A1V710396388569,12.25,60103,186,167.97
45033,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92506485,1.19,23507,97.7,85.99
45034,2019-08-07,2019-08-07,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92562656,1.25,51034,111.55,95.98
45037,2019-08-07,2019-08-07,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90225194,1.44,79936,82.4,69.99
45038,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,20186,53.88,49.98
45039,2019-08-07,2019-08-07,14.37,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95749744,4.56,75219,134.33,119.96
45040,2019-08-07,2019-08-07,42.94,69.95,UPS/UPS Ground,1Z1A1V710396630840,39,44241,484.93,147.33
45041,2019-08-07,2019-08-07,17.55,12.19,UPS/UPS Ground,1Z1A1V710399773600,12.44,28104,537.54,519.99
45042,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92615465,1.44,60417,71.98,66.97
45043,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91162689,2.5,10033,68.74,55.97
45044,2019-08-07,2019-08-07,14.37,9.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93225090,5,11201,151.11,151.93
45045,2019-08-07,2019-08-07,14.79,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96348505,1,67672,113.76,98.97
45101,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,36618,43.88,39.98
45046,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95247232,1.5,34112,68.66,56.95
45062,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96306765,1.25,46561,107.69,95.98
45049,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,37388,13.89,9.99
45051,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96465629,1.13,11102,74.87,62.93
45053,2019-08-07,2019-08-07,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90026739,1,49408,101.56,85.99
45054,2019-08-07,2019-08-07,18,12.24,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97298755,5,18635,122.92,104.92
45055,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98320370,2.44,77584,152.24,154.97
45056,2019-08-07,2019-08-07,14,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98208644,4.75,73013,176.94,162.94
45057,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,1341,33.89,29.99
45058,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,10039,62.89,58.99
45059,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96900130,2,94112,169.28,154.97
45063,2019-08-07,2019-08-07,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98948890,1.19,80204,111.38,98.97
45060,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710399146449,0.81,63137,74.7,58
45061,2019-08-07,2019-08-07,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94746605,1.25,5250,111.55,95.98
45064,2019-08-07,2019-08-07,16.95,11.77,UPS/UPS Ground,1Z1A1V710397248815,2.19,4106,128.93,111.98
45065,2019-08-07,2019-08-07,17.63,13.12,UPS/UPS Ground,1Z1A1V710395568554,10.94,75204,141.6,123.97
45066,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,55427,26.89,22.99
45067,2019-08-07,2019-08-07,15.94,11.07,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98186696,1.31,98926,85.87,69.93
45069,2019-08-07,2019-08-07,10.09,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94567479,2,37363,52.07,41.98
45070,2019-08-07,2019-08-07,16.7,11.59,UPS/UPS Ground,1Z1A1V710395539586,1,23513,60.65,43.95
45071,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,60657,23.88,19.98
45072,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,73013,33.89,29.99
45073,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98384963,1.81,27707,124.65,112.94
45074,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90834759,2.06,92262,119.27,104.96
45075,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93255521,1.63,10010,91.88,79.94
45076,2019-08-07,2019-08-07,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96448282,3.13,90601,156.2,140.91
45077,2019-08-07,2019-08-07,14,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91145046,4.44,73012,102.98,88.98
45078,2019-08-07,2019-08-07,13.44,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98853223,2.69,2906,110.4,96.96
45079,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,12203,13.89,9.99
45080,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,92563,11.89,7.99
45081,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,36547,19.89,15.99
45082,2019-08-07,2019-08-07,14.37,9.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97039150,5.13,2170,85.28,70.91
45083,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710391938956,1,30310,56.88,35.97
45084,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,20115,37.89,33.99
45085,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,36111,12.89,8.99
45088,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95999108,1,85053,48.87,40
45089,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98555242,3,76706,96.73,83.96
45090,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710399071092,1.13,32127,90.67,73.98
45091,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,21214,21.88,17.98
45092,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96788950,1,92056,109.07,95.98
45093,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,92021,81.89,77.99
45095,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94575719,3,90601,64.3,49.99
45096,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,64109,13.89,9.99
45097,2019-08-07,2019-08-07,13.09,7.58,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN91145240,0.63,94585,73.07,59.98
45102,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96852522,1.13,15203,57.68,45.97
45098,2019-08-07,2019-08-07,20.12,13.97,UPS/UPS Ground,1Z1A1V710397413047,5.25,98118,220.04,199.92
45099,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,10009,33.89,29.99
45103,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96379428,1.44,91024,119.06,105.97
45104,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92290806,2,27612,84.69,72.98
45105,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,78244,17.88,13.98
45106,2019-08-07,2019-08-07,16.5,11.46,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90698880,2,89048,131.48,114.98
45107,2019-08-07,2019-08-07,10.86,7.54,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97874006,4,30329,168.26,144.94
45108,2019-08-07,2019-08-07,13.44,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90351619,2.94,18634,114.4,100.96
45109,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710398073850,0.81,10025,68.66,51.97
45110,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96443803,2.19,10032,131.73,118.96
45111,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,63379,33.89,29.99
45112,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96851943,2.06,33617,85.25,72.97
45113,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97723473,1.19,43004,97.7,85.99
45114,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,91770,12.89,9.99
45115,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,34759,13.89,9.99
45116,2019-08-07,2019-08-07,14.8,10.47,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97642195,7.5,2139,302.67,287.87
45117,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95397795,1.31,77036,46.93,34.99
45118,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97161437,2.75,46802,98.65,95.97
45119,2019-08-07,2019-08-07,14.6,10.14,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98102481,1.25,38387,108.55,93.95
45120,2019-08-07,2019-08-07,0,11.6,UPS/UPS Ground,1Z1A1V710397728538,1,33161,0,0
45121,2019-08-07,2019-08-07,17.47,12.13,UPS/UPS Ground,1Z1A1V710395405381,5.63,27701,163.43,145.96
45122,2019-08-07,2019-08-07,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99867010,2.88,92532,88.24,73.93
45123,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91794836,3,19901,137.82,124.95
45124,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,91770,12.89,9.99
45125,2019-08-07,2019-08-07,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96021367,1,80602,117.4,104.99
45126,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,33068,26.89,22.99
45127,2019-08-07,2019-08-07,0,11.59,UPS/UPS Ground,1Z1A1V710397396932,1,14202,0,0
45128,2019-08-07,2019-08-07,35.81,24.87,UPS/UPS 2nd Day Air,1Z1A1V710296553293,7.5,2132,501.72,465.91
45129,2019-08-07,2019-08-07,23.49,15.48,UPS/UPS Ground,1Z1A1V710399869838,9,94122,251.31,227.82
45130,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,49505,13.89,9.99
45131,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,91770,12.39,9.99
45132,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710396772778,1.94,32804,130.06,125.97
45133,2019-08-07,2019-08-07,14,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99645214,4.25,75219,117.95,103.95
45134,2019-08-07,2019-08-07,11.71,6.87,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN98082733,1,21201,43.67,31.96
45135,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,91770,12.39,9.99
45136,2019-08-07,2019-08-07,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92626855,3,6360,104.43,90.99
45137,2019-08-07,2019-08-07,14,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93807729,4,64015,88.96,74.96
